Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Driver
48:43.5,9.84,113.593391,999.948883,0.22522,0.711609,-0.705292,1.026912,32.853418,-117.183259,319.654083,31.597426,75.682602,0,Naazneen
48:43.6,9.84,113.593391,999.948883,0.207993,0.728271,-0.671936,1.012491,32.853418,-117.183259,318.611328,31.946858,77.45536,0,Naazneen
48:43.7,9.84,113.593391,999.924698,0.208008,0.638443,-0.633575,0.923198,32.853418,-117.183259,318.611328,31.946858,74.860397,0,Naazneen
48:43.8,9.84,113.593391,999.924698,0.229004,0.703018,-0.690781,1.011857,32.853418,-117.183259,318.611328,31.946858,73.032425,0,Naazneen
48:43.9,9.84,113.593391,999.924698,0.2005,0.65564,-0.638611,0.936957,32.853418,-117.183259,318.611328,31.946858,74.799103,0,Naazneen
48:44.0,9.84,113.593391,999.924698,0.24823,0.716476,-0.698914,1.031231,32.853418,-117.183259,318.611328,31.946858,72.761322,0,Naazneen
48:44.1,9.84,113.593391,999.924698,0.306427,0.73941,-0.679672,1.050038,32.853418,-117.183259,318.611328,31.946858,74.613998,0,Naazneen
48:44.2,10.11,113.942207,999.924698,0.292618,0.776108,-0.629486,1.041259,32.853421,-117.183155,318.611328,31.946858,74.974319,0,Naazneen
48:44.3,10.11,113.942207,999.924698,0.279602,0.728577,-0.636749,1.0072,32.853421,-117.183155,318.611328,31.946858,75.002281,0,Naazneen
48:44.4,10.11,113.942207,999.924698,0.284302,0.801208,-0.657928,1.075003,32.853421,-117.183155,318.611328,31.946858,80.102478,0,Naazneen
48:44.5,10.11,113.942207,999.924698,0.266846,0.659637,-0.652954,0.965752,32.853421,-117.183155,318.611328,31.946858,78.591866,0,Naazneen
48:44.6,10.11,113.942207,999.924698,0.245651,0.714996,-0.561417,0.941676,32.853421,-117.183155,318.611328,31.946858,75.902962,0,Naazneen
48:44.7,10.11,113.942207,999.924698,0.312668,0.814957,-0.691696,1.113714,32.853421,-117.183155,318.611328,31.946858,74.514442,0,Naazneen
48:44.8,10.11,113.942207,999.89624,0.312668,0.814957,-0.691696,1.113714,32.853421,-117.183155,318.611328,31.946858,78.660896,0,Naazneen
48:44.9,10.11,113.942207,999.89624,0.303757,0.766754,-0.589783,1.013915,32.853421,-117.183155,318.611328,31.946858,77.030602,0,Naazneen
48:45.0,10.11,113.942207,999.89624,0.281906,0.79071,-0.580704,1.02074,32.853421,-117.183155,318.611328,31.946858,73.987694,0,Naazneen
48:45.1,10.11,113.942207,999.89624,0.281906,0.79071,-0.580704,1.02074,32.853421,-117.183155,318.611328,31.946858,75.286682,0,Naazneen
48:45.2,10.04,114.004768,999.89624,0.288742,0.789154,-0.579376,1.020692,32.853417,-117.183053,319.659363,29.271026,81.973053,0,Naazneen
48:45.3,10.04,114.004768,999.89624,0.308121,0.855423,-0.584442,1.080861,32.853417,-117.183053,319.659363,29.271026,81.439598,0,Naazneen
48:45.4,10.04,114.004768,999.89624,0.308121,0.855423,-0.584442,1.080861,32.853417,-117.183053,320.666138,29.161008,81.004173,0,Naazneen
48:45.5,10.04,114.004768,999.89624,0.328323,0.75238,-0.546097,0.985948,32.853417,-117.183053,320.666138,29.161008,77.94175,0,Naazneen
48:45.6,10.04,114.004768,999.89624,0.255112,0.704971,-0.623154,0.974878,32.853417,-117.183053,162.47171,28.656083,81.700378,0,Naazneen
48:45.7,10.04,114.004768,999.89624,0.237259,0.69104,-0.607834,0.950416,32.853417,-117.183053,163.524078,29.332168,80.369232,0,Naazneen
48:45.8,10.04,114.004768,999.89624,0.306915,0.810974,-0.649979,1.083673,32.853417,-117.183053,164.71254,33.440113,81.853874,0,Naazneen
48:45.9,10.04,114.004768,999.869461,0.211731,0.754807,-0.553299,0.959532,32.853417,-117.183053,164.71254,33.440113,79.844017,0,Naazneen
48:46.0,10.04,114.004768,999.869461,0.242828,0.738449,-0.573242,0.965857,32.853417,-117.183053,165.71434,33.781007,76.557877,0,Naazneen
48:46.1,10.04,114.004768,999.869461,0.240173,0.755707,-0.644424,1.021792,32.853417,-117.183053,166.846985,32.675437,78.860703,0,Naazneen
48:46.2,10.07,114.550301,999.869461,0.249512,0.809753,-0.579803,1.026708,32.853405,-117.182938,166.846985,32.675437,76.696587,0,Naazneen
48:46.3,10.07,114.550301,999.869461,0.241669,0.785721,-0.566635,0.998417,32.853405,-117.182938,167.918793,31.846581,74.531693,0,Naazneen
48:46.4,10.07,114.550301,999.869461,0.187653,0.752609,-0.581482,0.96941,32.853405,-117.182938,169.047485,34.340291,71.726379,0,Naazneen
48:46.5,10.07,114.550301,999.869461,0.258881,0.85733,-0.527435,1.039338,32.853405,-117.182938,169.047485,34.340291,79.240211,0,Naazneen
48:46.6,10.07,114.550301,999.869461,0.202087,0.737442,-0.652328,1.005083,32.853405,-117.182938,170.085556,31.7537,76.066826,0,Naazneen
48:46.7,10.07,114.550301,999.869461,0.238937,0.833389,-0.581711,1.044038,32.853405,-117.182938,171.146881,31.83874,78.646713,0,Naazneen
48:46.8,10.07,114.550301,999.869461,0.168915,0.73526,-0.554169,0.936078,32.853405,-117.182938,171.146881,31.83874,80.79084,0,Naazneen
48:46.9,10.07,114.550301,999.869461,0.236832,0.788345,-0.604874,1.021494,32.853405,-117.182938,172.241959,31.637129,80.265472,0,Naazneen
48:47.0,10.07,114.550301,999.869461,0.268845,0.818939,-0.670593,1.092078,32.853405,-117.182938,173.26564,31.923826,79.548904,0,Naazneen
48:47.1,10.07,114.550301,999.845657,0.275665,0.853638,-0.52269,1.038216,32.853405,-117.182938,173.26564,31.923826,80.68013,0,Naazneen
48:47.2,9.9,115.215401,999.845657,0.205704,0.714554,-0.562515,0.932376,32.853386,-117.182838,174.273834,32.240538,79.85984,0,Naazneen
48:47.3,9.9,115.215401,999.845657,0.240723,0.759964,-0.611832,1.004903,32.853386,-117.182838,175.276703,31.675007,76.69339,0,Naazneen
48:47.4,9.9,115.215401,999.845657,0.237015,0.789902,-0.627853,1.036494,32.853386,-117.182838,176.291473,32.727763,74.27314,0,Naazneen
48:47.5,9.9,115.215401,999.845657,0.233719,0.744507,-0.514267,0.934551,32.853386,-117.182838,176.291473,32.727763,71.901215,0,Naazneen
48:47.6,9.9,115.215401,999.845657,0.259171,0.782516,-0.495468,0.961764,32.853386,-117.182838,177.405945,31.639206,78.674973,0,Naazneen
48:47.7,9.9,115.215401,999.845657,0.246216,0.779633,-0.500763,0.958756,32.853386,-117.182838,178.505966,30.861656,75.771271,0,Naazneen
48:47.8,9.9,115.215401,999.845657,0.353073,0.796249,-0.564819,1.038121,32.853386,-117.182838,179.64119,31.137552,75.042953,0,Naazneen
48:47.9,9.9,115.215401,999.845657,0.302505,0.82489,-0.523529,1.022759,32.853386,-117.182838,180.841858,30.915265,77.688965,0,Naazneen
48:48.0,9.9,115.215401,999.845657,0.309814,0.781433,-0.473969,0.965023,32.853386,-117.182838,180.841858,30.915265,74.003792,0,Naazneen
48:48.1,9.9,115.215401,999.845657,0.339966,0.808075,-0.561691,1.041182,32.853386,-117.182838,182.050156,32.028139,72.927673,0,Naazneen
48:48.2,9.74,114.974495,999.829407,0.335831,0.803848,-0.586914,1.050439,32.853364,-117.182727,183.235352,32.062282,73.104218,0,Naazneen
48:48.3,9.74,114.974495,999.829407,0.400375,0.808014,-0.527344,1.044643,32.853364,-117.182727,184.456406,32.075032,71.101219,0,Naazneen
48:48.4,9.74,114.974495,999.829407,0.273788,0.83168,-0.537338,1.027319,32.853364,-117.182727,185.671417,30.768497,68.645996,0,Naazneen
48:48.5,9.74,114.974495,999.829407,0.267288,0.741211,-0.566238,0.97029,32.853364,-117.182727,185.671417,30.768497,72.119003,0,Naazneen
48:48.6,9.74,114.974495,999.829407,0.271973,0.838669,-0.554428,1.041501,32.853364,-117.182727,186.861115,30.929437,74.921913,0,Naazneen
48:48.7,9.74,114.974495,999.829407,0.2798,0.8349,-0.589188,1.059475,32.853364,-117.182727,188.101822,30.955931,73.713745,0,Naazneen
48:48.8,9.74,114.974495,999.829407,0.296997,0.818451,-0.623779,1.07106,32.853364,-117.182727,189.31337,31.413299,73.79908,0,Naazneen
48:48.9,9.74,114.974495,999.829407,0.242584,0.795685,-0.512802,0.977204,32.853364,-117.182727,190.478104,31.977529,75.114502,0,Naazneen
48:49.0,9.74,114.974495,999.829407,0.260605,0.792618,-0.596222,1.025494,32.853364,-117.182727,190.478104,31.977529,75.878227,0,Naazneen
48:49.1,9.74,114.974495,999.829407,0.253448,0.849106,-0.4897,1.012434,32.853364,-117.182727,191.618866,32.221768,77.227341,0,Naazneen
48:49.2,8.41,115.693611,999.829407,0.223541,0.677979,-0.632874,0.95402,32.853323,-117.182641,192.840897,33.083722,73.910454,0,Naazneen
48:49.3,8.41,115.693611,999.820557,0.235245,0.814301,-0.626266,1.053867,32.853323,-117.182641,193.943283,31.946847,72.160851,0,Naazneen
48:49.4,8.41,115.693611,999.820557,0.319229,0.811661,-0.537109,1.024298,32.853323,-117.182641,195.022919,32.487294,74.794899,0,Naazneen
48:49.5,8.41,115.693611,999.820557,0.319229,0.811661,-0.537109,1.024298,32.853323,-117.182641,195.022919,32.487294,73.348152,0,Naazneen
48:49.6,8.41,115.693611,999.820557,0.241348,0.768982,-0.58493,0.995854,32.853323,-117.182641,196.1642,31.380395,73.832489,0,Naazneen
48:49.7,8.41,115.693611,999.820557,0.254486,0.782318,-0.512314,0.969149,32.853323,-117.182641,197.303162,32.051442,78.551285,0,Naazneen
48:49.8,8.41,115.693611,999.820557,0.254486,0.782318,-0.512314,0.969149,32.853323,-117.182641,198.483063,31.616773,76.693481,0,Naazneen
48:49.9,8.41,115.693611,999.820557,0.256577,0.705963,-0.601471,0.96228,32.853323,-117.182641,198.483063,31.616773,74.77713,0,Naazneen
48:50.0,8.41,115.693611,999.820557,0.293503,0.826569,-0.576981,1.049889,32.853323,-117.182641,199.538345,31.666291,73.192032,0,Naazneen
48:50.1,8.41,115.693611,999.820557,0.293503,0.826569,-0.576981,1.049889,32.853323,-117.182641,200.630569,31.30079,76.072235,0,Naazneen
48:50.2,8.06,115.119514,999.820557,0.220001,0.74556,-0.579727,0.969713,32.853281,-117.182579,201.814255,31.242186,73.067047,0,Naazneen
48:50.3,8.06,115.119514,999.820557,0.234024,0.776184,-0.646591,1.036971,32.853281,-117.182579,201.814255,31.242186,69.990997,0,Naazneen
48:50.4,8.06,115.119514,999.814224,0.233154,0.77919,-0.618759,1.02194,32.853281,-117.182579,202.941803,30.09777,68.527061,0,Naazneen
48:50.5,8.06,115.119514,999.814224,0.255051,0.738892,-0.598038,0.984206,32.853281,-117.182579,202.941803,30.09777,76.38147,0,Naazneen
48:50.6,8.06,115.119514,999.814224,0.172974,0.660995,-0.573822,0.892248,32.853281,-117.182579,204.036011,30.093694,74.429657,0,Naazneen
48:50.7,8.06,115.119514,999.814224,0.172943,0.650574,-0.572739,0.883847,32.853281,-117.182579,204.036011,30.093694,76.191025,0,Naazneen
48:50.8,8.06,115.119514,999.814224,0.212357,0.716736,-0.597565,0.957021,32.853281,-117.182579,205.085373,30.158343,73.400635,0,Naazneen
48:50.9,8.06,115.119514,999.814224,0.196228,0.724731,-0.640274,0.986758,32.853281,-117.182579,205.085373,30.158343,77.351295,0,Naazneen
48:51.0,8.06,115.119514,999.814224,0.208755,0.7285,-0.567474,0.946741,32.853281,-117.182579,206.190201,30.136823,76.260002,0,Naazneen
48:51.1,8.06,115.119514,999.814224,0.229431,0.790314,-0.571701,1.002036,32.853281,-117.182579,206.190201,30.136823,73.368019,0,Naazneen
48:51.2,7.3,115.047737,999.814224,0.231384,0.736862,-0.603439,0.980124,32.853233,-117.182528,207.217361,30.288739,79.375954,0,Naazneen
48:51.3,7.3,115.047737,999.814224,0.206772,0.701096,-0.654465,0.981129,32.853233,-117.182528,207.217361,30.288739,76.402031,0,Naazneen
48:51.4,7.3,115.047737,999.814224,0.243668,0.787933,-0.637527,1.042427,32.853233,-117.182528,208.331161,30.396392,77.533478,0,Naazneen
48:51.5,7.3,115.047737,999.810257,0.254044,0.742935,-0.633194,1.008675,32.853233,-117.182528,208.331161,30.396392,76.544014,0,Naazneen
48:51.6,7.3,115.047737,999.810257,0.219009,0.711121,-0.636932,0.979459,32.853233,-117.182528,209.41684,30.802758,74.505638,0,Naazneen
48:51.7,7.3,115.047737,999.810257,0.249954,0.824249,-0.566162,1.03073,32.853233,-117.182528,209.41684,30.802758,72.357224,0,Naazneen
48:51.8,7.3,115.047737,999.810257,0.257828,0.806366,-0.552765,1.011064,32.853233,-117.182528,210.514862,32.479386,73.790977,0,Naazneen
48:51.9,7.3,115.047737,999.810257,0.250549,0.722549,-0.580826,0.960318,32.853233,-117.182528,211.5979,32.828658,80.442307,0,Naazneen
48:52.0,7.3,115.047737,999.810257,0.193756,0.668106,-0.651962,0.953395,32.853233,-117.182528,211.5979,32.828658,78.375061,0,Naazneen
48:52.1,7.3,115.047737,999.810257,0.241959,0.787811,-0.593521,1.015607,32.853233,-117.182528,212.708298,31.87304,77.453453,0,Naazneen
48:52.2,7.31,115.820503,999.810257,0.263672,0.743042,-0.590546,0.985078,32.853189,-117.182467,212.708298,31.87304,74.857391,0,Naazneen
48:52.3,7.31,115.820503,999.810257,0.222229,0.774902,-0.647141,1.033755,32.853189,-117.182467,213.742203,31.623301,73.183365,0,Naazneen
48:52.4,7.31,115.820503,999.810257,0.205566,0.674881,-0.708618,0.999931,32.853189,-117.182467,214.808334,30.350929,71.238083,0,Naazneen
48:52.5,7.31,115.820503,999.810257,0.265213,0.759933,-0.554718,0.977522,32.853189,-117.182467,214.808334,30.350929,69.66407,0,Naazneen
48:52.6,7.31,115.820503,999.810257,0.269241,0.793915,-0.582138,1.020625,32.853189,-117.182467,215.877838,29.37934,72.736946,0,Naazneen
48:52.7,7.31,115.820503,999.803543,0.198578,0.673386,-0.669556,0.970147,32.853189,-117.182467,215.877838,29.37934,71.620171,0,Naazneen
48:52.8,7.31,115.820503,999.803543,0.26503,0.771149,-0.661057,1.049718,32.853189,-117.182467,217.046921,29.736098,77.609459,0,Naazneen
48:52.9,7.31,115.820503,999.803543,0.322098,0.730148,-0.695557,1.058614,32.853189,-117.182467,217.046921,29.736098,74.826187,0,Naazneen
48:53.0,7.31,115.820503,999.803543,0.356033,0.76767,-0.55365,1.011239,32.853189,-117.182467,218.142548,29.669551,75.548584,0,Naazneen
48:53.1,7.31,115.820503,999.803543,0.32756,0.706863,-0.61911,0.995113,32.853189,-117.182467,219.2052,30.271327,78.038322,0,Naazneen
48:53.2,7.23,115.690681,999.803543,0.307541,0.687912,-0.598282,0.962157,32.853139,-117.182416,219.2052,30.271327,75.393234,0,Naazneen
48:53.3,7.23,115.690681,999.803543,0.308517,0.768417,-0.700714,1.084734,32.853139,-117.182416,220.312576,29.973805,77.445763,0,Naazneen
48:53.4,7.23,115.690681,999.803543,0.308868,0.765976,-0.580307,1.009393,32.853139,-117.182416,220.312576,29.973805,76.194038,0,Naazneen
48:53.5,7.23,115.690681,999.803543,0.282486,0.69519,-0.671661,1.007083,32.853139,-117.182416,220.312576,29.973805,72.645264,0,Naazneen
48:53.6,7.23,115.690681,999.803543,0.259247,0.668884,-0.620728,0.94864,32.853139,-117.182416,221.351959,29.699147,78.692284,0,Naazneen
48:53.7,7.23,115.690681,999.803543,0.246368,0.790833,-0.608871,1.028026,32.853139,-117.182416,222.435699,29.628507,75.819962,0,Naazneen
48:53.8,7.23,115.690681,999.797287,0.262146,0.744354,-0.624466,1.006351,32.853139,-117.182416,223.521667,29.548462,74.160339,0,Naazneen
48:53.9,7.23,115.690681,999.797287,0.298721,0.781204,-0.595917,1.026952,32.853139,-117.182416,223.521667,29.548462,72.083031,0,Naazneen
48:54.0,7.23,115.690681,999.797287,0.284485,0.764221,-0.533081,0.974239,32.853139,-117.182416,224.554657,29.614029,72.955246,0,Naazneen
48:54.1,7.23,115.690681,999.797287,0.27095,0.81073,-0.585556,1.036134,32.853139,-117.182416,225.677948,28.75414,70.735886,0,Naazneen
48:54.2,6.46,115.684456,999.797287,0.274109,0.764999,-0.624237,1.024711,32.853087,-117.182381,225.677948,28.75414,75.57415,0,Naazneen
48:54.3,6.46,115.684456,999.797287,0.230835,0.644806,-0.523804,0.862224,32.853087,-117.182381,226.768799,28.994806,73.351715,0,Naazneen
48:54.4,6.46,115.684456,999.797287,0.358246,0.81131,-0.650574,1.099914,32.853087,-117.182381,227.949203,28.495099,72.483871,0,Naazneen
48:54.5,6.46,115.684456,999.797287,0.358246,0.81131,-0.650574,1.099914,32.853087,-117.182381,229.028381,28.26235,74.969482,0,Naazneen
48:54.6,6.46,115.684456,999.797287,0.363571,0.704727,-0.602509,0.995912,32.853087,-117.182381,230.282349,29.034552,73.462448,0,Naazneen
48:54.7,6.46,115.684456,999.797287,0.411102,0.727295,-0.548492,0.999403,32.853087,-117.182381,231.539413,29.203735,75.183411,0,Naazneen
48:54.8,6.46,115.684456,999.797287,0.411102,0.727295,-0.548492,0.999403,32.853087,-117.182381,232.622726,28.819701,75.817131,0,Naazneen
48:54.9,6.46,115.684456,999.79538,0.472473,0.693832,-0.581421,1.021119,32.853087,-117.182381,233.72261,28.880073,73.711525,0,Naazneen
48:55.0,6.46,115.684456,999.79538,0.4814,0.706253,-0.537857,1.009866,32.853087,-117.182381,234.914062,28.954156,72.97364,0,Naazneen
48:55.1,6.46,115.684456,999.79538,0.4814,0.706253,-0.537857,1.009866,32.853087,-117.182381,236.247162,28.553715,70.092361,0,Naazneen
48:55.2,5.9,115.288887,999.79538,0.4776,0.685623,-0.589188,1.02241,32.853032,-117.182363,237.312592,28.663354,69.007217,0,Naazneen
48:55.3,5.9,115.288887,999.79538,0.482956,0.727127,-0.576187,1.045922,32.853032,-117.182363,239.539337,27.874723,67.197174,0,Naazneen
48:55.4,5.9,115.288887,999.79538,0.490448,0.726959,-0.571533,1.046737,32.853032,-117.182363,240.733429,28.625711,70.845314,0,Naazneen
48:55.5,5.9,115.288887,999.79538,0.451706,0.701981,-0.542053,0.995307,32.853032,-117.182363,242.010239,28.468858,67.503059,0,Naazneen
48:55.6,5.9,115.288887,999.79538,0.459991,0.703293,-0.578781,1.020392,32.853032,-117.182363,244.697815,27.990298,68.150749,0,Naazneen
48:55.7,5.9,115.288887,999.79538,0.369843,0.670349,-0.61319,0.980894,32.853032,-117.182363,246.049072,27.873575,67.686279,0,Naazneen
48:55.8,5.9,115.288887,999.79538,0.348312,0.746109,-0.615997,1.028325,32.853032,-117.182363,247.359467,28.255958,65.877686,0,Naazneen
48:55.9,5.9,115.288887,999.79538,0.264832,0.767563,-0.565109,0.989261,32.853032,-117.182363,250.095062,28.136028,68.142212,0,Naazneen
48:56.0,5.9,115.288887,999.794388,0.232239,0.778763,-0.590302,1.004421,32.853032,-117.182363,251.530426,27.482635,68.515213,0,Naazneen
48:56.1,3.8,114.965523,999.794388,0.239136,0.787094,-0.53569,0.981666,32.852991,-117.182372,254.01593,26.939093,66.186089,0,Naazneen
48:56.2,3.8,114.965523,999.794388,0.251343,0.783844,-0.581863,1.008042,32.852991,-117.182372,256.176117,27.28088,68.305496,0,Naazneen
48:56.3,3.8,114.965523,999.794388,0.21553,0.76886,-0.525345,0.955817,32.852991,-117.182372,258.457886,27.052298,72.536301,0,Naazneen
48:56.4,3.8,114.965523,999.794388,0.247604,0.769821,-0.531326,0.967595,32.852991,-117.182372,260.87262,27.036939,71.086807,0,Naazneen
48:56.5,3.8,114.965523,999.794388,0.269791,0.859314,-0.746078,1.169547,32.852991,-117.182372,263.096741,26.921806,70.717056,0,Naazneen
48:56.6,3.8,114.965523,999.794388,0.246933,0.85231,-0.810486,1.201789,32.852991,-117.182372,264.140442,26.834349,77.996758,0,Naazneen
48:56.7,3.8,114.965523,999.794388,0.205002,0.705048,-0.531219,0.906263,32.852991,-117.182372,267.035675,26.396926,75.817574,0,Naazneen
48:56.8,3.8,114.965523,999.794388,0.232849,0.782745,-0.572891,0.997554,32.852991,-117.182372,268.517517,26.268593,73.5979,0,Naazneen
48:56.9,3.8,114.965523,999.794388,0.35643,0.892151,-0.533325,1.098823,32.852991,-117.182372,270.671112,26.775925,74.148895,0,Naazneen
48:57.0,3.8,114.965523,999.794388,0.306641,0.90509,-0.593506,1.124929,32.852991,-117.182372,272.040955,26.532689,73.4925,0,Naazneen
48:57.1,2.8,115.116707,999.792633,0.251572,0.86586,-0.575104,1.069461,32.852972,-117.182401,274.168152,27.124958,77.661369,0,Naazneen
48:57.2,2.8,115.116707,999.792633,0.194717,0.754837,-0.48053,0.915753,32.852972,-117.182401,275.330963,27.31359,77.777214,0,Naazneen
48:57.3,2.8,115.116707,999.792633,0.159866,0.727249,-0.623535,0.971208,32.852972,-117.182401,276.442841,27.740838,76.798843,0,Naazneen
48:57.4,2.8,115.116707,999.792633,0.175186,0.745636,-0.595337,0.970098,32.852972,-117.182401,277.597778,27.813468,73.782028,0,Naazneen
48:57.5,2.8,115.116707,999.792633,0.132889,0.757248,-0.547028,0.943569,32.852972,-117.182401,278.829437,27.792785,72.831367,0,Naazneen
48:57.6,2.8,115.116707,999.792633,0.181656,0.877823,-0.551147,1.0523,32.852972,-117.182401,279.89566,27.856451,72.939301,0,Naazneen
48:57.7,2.8,115.116707,999.792633,0.196335,0.919418,-0.529694,1.079098,32.852972,-117.182401,282.253387,28.154739,73.990601,0,Naazneen
48:57.8,2.8,115.116707,999.792633,0.152054,0.783157,-0.601883,0.999359,32.852972,-117.182401,283.632568,27.680127,71.71167,0,Naazneen
48:57.9,2.8,115.116707,999.792633,0.02684,0.650269,-0.652802,0.921802,32.852972,-117.182401,284.85675,27.68635,72.892365,0,Naazneen
48:58.0,2.8,115.116707,999.792633,0.084473,0.716324,-0.676865,0.989142,32.852972,-117.182401,285.865845,27.420142,70.162781,0,Naazneen
48:58.1,3.14,115.45179,999.792633,0.121979,0.797684,-0.646851,1.034212,32.852944,-117.182416,286.939819,27.070185,73.876755,0,Naazneen
48:58.2,3.14,115.45179,999.792633,0.195511,0.840088,-0.550659,1.023327,32.852944,-117.182416,294.834961,32.209934,72.294647,0,Naazneen
48:58.3,3.14,115.45179,999.792633,0.062958,0.754028,-0.749863,1.065278,32.852944,-117.182416,301.083008,45.27117,73.49205,0,Naazneen
48:58.4,3.14,115.45179,999.792633,-0.143295,0.763519,-0.41301,0.879814,32.852944,-117.182416,303.592682,50.742519,75.588455,0,Naazneen
48:58.5,3.14,115.45179,999.792633,0.05928,0.800598,-0.400269,0.897043,32.852944,-117.182416,301.87854,41.922418,74.900131,0,Naazneen
48:58.6,3.14,115.45179,999.792633,0.178131,0.961182,-0.580353,1.136842,32.852944,-117.182416,300.393494,44.488833,73.722977,0,Naazneen
48:58.7,3.14,115.45179,999.792633,-0.072037,0.851456,-0.225723,0.883808,32.852944,-117.182416,299.381134,55.017058,72.626053,0,Naazneen
48:58.8,3.14,115.45179,999.792633,-0.16185,0.948334,-0.156387,0.974674,32.852944,-117.182416,300.629578,63.233022,72.280098,0,Naazneen
48:58.9,3.14,115.45179,999.792633,-0.07695,0.976562,-0.141815,0.989802,32.852944,-117.182416,300.629578,63.233022,76.820679,0,Naazneen
48:59.0,3.14,115.45179,999.792633,-0.065781,0.944733,-0.192947,0.966476,32.852944,-117.182416,302.031799,54.900365,74.667168,0,Naazneen
48:59.1,3.09,115.291634,999.792633,0.04277,0.948608,-0.330444,1.005426,32.852927,-117.182445,305.072083,42.874251,77.579849,0,Naazneen
48:59.2,3.09,115.291634,999.792633,0.497772,0.927048,-2.386948,2.608585,32.852927,-117.182445,298.355774,39.53027,73.937645,0,Naazneen
48:59.3,3.09,115.291634,999.792633,0.04689,0.724213,-0.631119,0.961766,32.852927,-117.182445,295.519287,32.646551,72.028069,0,Naazneen
48:59.4,3.09,115.291634,999.791565,0.090576,0.725967,-0.670837,0.9926,32.852927,-117.182445,294.335632,31.387433,69.388748,0,Naazneen
48:59.5,3.09,115.291634,999.791565,0.090576,0.725967,-0.670837,0.9926,32.852927,-117.182445,294.335632,31.387433,70.470016,0,Naazneen
48:59.6,3.09,115.291634,999.791565,0.100708,0.668411,-0.634262,0.926933,32.852927,-117.182445,294.335632,31.387433,68.740044,0,Naazneen
48:59.7,3.09,115.291634,999.791565,0.12973,0.641296,-0.767624,1.008631,32.852927,-117.182445,294.335632,31.387433,73.024757,0,Naazneen
48:59.8,3.09,115.291634,999.791565,0.12973,0.641296,-0.767624,1.008631,32.852927,-117.182445,294.335632,31.387433,76.146744,0,Naazneen
48:59.9,3.09,115.291634,999.791565,0.204163,0.620087,-0.878754,1.094714,32.852927,-117.182445,293.262909,31.29613,74.971382,0,Naazneen
49:00.0,3.09,115.291634,999.791565,0.15419,0.627747,-0.809952,1.036273,32.852927,-117.182445,292.183868,31.196539,72.195267,0,Naazneen
49:00.1,2.83,115.103523,999.791565,0.15419,0.627747,-0.809952,1.036273,32.852912,-117.182471,289.799408,31.557849,78.006592,0,Naazneen
49:00.2,2.83,115.103523,999.791565,0.131866,0.628662,-0.781616,1.011696,32.852912,-117.182471,288.556915,32.150166,77.624969,0,Naazneen
49:00.3,2.83,115.103523,999.791565,0.191116,0.66481,-0.790894,1.050719,32.852912,-117.182471,287.261688,32.037726,77.932701,0,Naazneen
49:00.4,2.83,115.103523,999.791565,0.188385,0.548477,-0.764587,0.959641,32.852912,-117.182471,283.962952,32.008282,77.549225,0,Naazneen
49:00.5,2.83,115.103523,999.785995,0.143036,0.549454,-0.891678,1.057094,32.852912,-117.182471,281.372192,31.27286,75.159714,0,Naazneen
49:00.6,2.83,115.103523,999.785995,-0.006378,0.576065,-0.863937,1.038402,32.852912,-117.182471,284.25885,46.46608,73.65657,0,Naazneen
49:00.7,2.83,115.103523,999.785995,0.004715,0.490158,-0.196579,0.528129,32.852912,-117.182471,268.525909,55.045091,71.301476,0,Naazneen
49:00.8,2.83,115.103523,999.785995,-0.155685,0.821777,-0.891876,1.222702,32.852912,-117.182471,263.71637,48.83295,70.140266,0,Naazneen
49:00.9,2.83,115.103523,999.785995,-0.162125,0.837891,-0.863693,1.214212,32.852912,-117.182471,252.226547,42.149494,70.476738,0,Naazneen
49:01.0,2.83,115.103523,999.785995,-0.231079,0.628113,-0.831055,1.06704,32.852912,-117.182471,241.36438,41.551733,72.985764,0,Naazneen
49:01.1,3.8,114.756416,999.785995,-0.294052,0.354263,-0.762741,0.890923,32.852881,-117.182496,91.368965,50.367009,69.656441,0,Naazneen
49:01.2,3.8,114.756416,999.785995,-0.246994,-0.01651,-0.939514,0.971579,32.852881,-117.182496,87.941811,63.293619,74.703781,0,Naazneen
49:01.3,3.8,114.756416,999.785995,-0.072388,-0.025101,-0.914398,0.917602,32.852881,-117.182496,86.908516,74.07386,70.651672,0,Naazneen
49:01.4,3.8,114.756416,999.785995,-0.146286,-0.189972,-0.965225,0.99456,32.852881,-117.182496,86.908516,74.07386,69.72319,0,Naazneen
49:01.5,3.8,114.756416,999.785995,-0.048279,-0.296936,-1.056,1.098015,32.852881,-117.182496,88.727592,93.468389,67.129814,0,Naazneen
49:01.6,3.8,114.756416,999.778748,-0.059708,-0.342484,-0.835999,0.905402,32.852881,-117.182496,88.727592,93.468389,70.106934,0,Naazneen
49:01.7,3.8,114.756416,999.778748,-0.13028,-0.24794,-0.946976,0.987527,32.852881,-117.182496,91.176506,103.541178,67.051201,0,Naazneen
49:01.8,3.8,114.756416,999.778748,-0.253204,-0.359756,-0.847183,0.954598,32.852881,-117.182496,87.826965,103.907831,67.388641,0,Naazneen
49:01.9,3.8,114.756416,999.778748,-0.153214,-0.239548,-0.968826,1.009694,32.852881,-117.182496,87.826965,103.907831,68.020424,0,Naazneen
