,Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Driver,outlier
12,44:45.0,13.18,117.575111,1001.873856,0.056915,-0.7997890000000001,-0.25618,0.841743,32.757233,-117.12282900000001,258.466003,60.593038,0.0,0.087823,Daniel,True
13,44:45.1,13.18,117.575111,1001.873856,0.053725999999999996,-0.749893,-0.379517,0.842175,32.757233,-117.12282900000001,258.466003,60.593038,0.0,0.089341,Daniel,True
37,44:47.5,13.03,117.88333899999999,1002.0358279999999,0.20828200000000002,-1.205704,-0.477448,1.313415,32.757234000000004,-117.123244,258.49884,59.537563,0.0,0.073652,Daniel,True
38,44:47.7,13.03,117.88333899999999,1002.0358279999999,0.026794,-1.0662989999999999,-0.509781,1.182197,32.757234000000004,-117.123244,258.49884,59.537563,0.0,0.073652,Daniel,True
50,44:49.2,13.16,117.98636599999999,1002.0358279999999,0.172623,-0.670517,-0.46832299999999993,0.835893,32.757236,-117.123382,258.49884,59.537563,0.0,0.073652,Daniel,True
51,44:49.3,13.28,118.209511,1002.0358279999999,0.193405,-0.762955,-0.358032,0.864692,32.757236,-117.123521,258.49884,59.537563,0.0,0.073652,Daniel,True
52,44:49.4,13.28,118.209511,1002.0358279999999,0.193405,-0.762955,-0.358032,0.864692,32.757236,-117.123521,258.49884,59.537563,0.0,0.073652,Daniel,True
91,44:56.6,13.06,117.3834,1002.0343019999999,-0.0043490000000000004,-0.7625270000000001,-0.398331,0.860311,32.757248,-117.124523,259.51437400000003,59.565615,0.0,0.073652,Daniel,True
92,44:56.7,13.06,117.3834,1002.0343019999999,-0.0043490000000000004,-0.7625270000000001,-0.398331,0.860311,32.757248,-117.124523,259.51437400000003,59.565615,0.0,0.073652,Daniel,True
218,45:10.0,10.76,117.190895,1001.9303130000001,0.016541,-0.7798,-0.396011,0.87475,32.757822,-117.12505,338.43396,51.950812,0.0,0.073652,Daniel,True
219,45:10.1,10.76,117.190895,1001.9303130000001,0.016541,-0.7798,-0.396011,0.87475,32.757822,-117.12505,339.50125099999997,51.441655,0.0,0.073652,Daniel,True
844,46:24.5,14.72,111.10099,1002.269135,-0.09904500000000001,-1.056259,-0.483887,1.166036,32.761406,-117.126529,314.19586200000003,20.235398,0.0,0.073652,Daniel,True
845,46:24.5,14.72,111.10099,1002.269135,-0.09904500000000001,-1.056259,-0.483887,1.166036,32.761406,-117.126529,314.19586200000003,20.235398,0.0,0.073652,Daniel,True
920,46:36.1,23.6,97.083534,1003.655472,0.208023,-1.088501,-0.577545,1.249667,32.763439,-117.127385,332.832001,17.402525,0.0,0.073652,Daniel,True
921,46:36.3,23.6,97.083534,1003.655472,0.024734,-0.814743,-0.304962,0.8702989999999999,32.763439,-117.127385,332.832001,17.402525,0.0,0.073652,Daniel,True
925,46:36.8,23.6,97.083534,1003.766403,-0.027206,-1.073502,-0.41983000000000004,1.152998,32.763439,-117.127385,332.832001,17.402525,0.0,0.073652,Daniel,True
926,46:36.9,23.6,97.083534,1003.766403,-0.027206,-1.073502,-0.41983000000000004,1.152998,32.763439,-117.127385,332.832001,17.402525,0.0,0.073652,Daniel,True
936,46:38.4,24.43,94.186501,1004.019089,0.16819800000000001,-1.029434,-0.481522,1.1488639999999999,32.763870000000004,-117.127525,332.832001,17.402525,0.0,0.073652,Daniel,True
937,46:38.5,24.43,94.186501,1004.019089,0.16819800000000001,-1.029434,-0.481522,1.1488639999999999,32.763870000000004,-117.127525,332.832001,17.402525,0.0,0.073652,Daniel,True
938,46:38.6,24.43,94.186501,1004.019089,0.133926,-0.763031,-0.382797,0.86411,32.763870000000004,-117.127525,331.737244,15.260693,0.0,0.073652,Daniel,True
957,46:41.2,25.959999,90.454689,1004.47731,-0.080795,-0.673904,-0.311676,0.746871,32.764527,-117.127753,330.69274900000005,20.444374,0.0,0.073652,Daniel,True
958,46:41.3,25.959999,90.454689,1004.47731,-0.025635,-0.783417,-0.304398,0.840867,32.764527,-117.127753,330.69274900000005,20.444374,0.0,0.073652,Daniel,True
959,46:41.3,25.959999,90.454689,1004.47731,-0.025635,-0.783417,-0.304398,0.840867,32.764527,-117.127753,330.69274900000005,20.444374,0.0,0.073652,Daniel,True
1045,46:52.4,30.58,73.29312900000001,1006.3579560000001,0.132141,-0.73555,-0.450424,0.872569,32.767198,-117.128863,325.657196,14.024137,0.0,0.073652,Daniel,True
1046,46:52.4,30.58,73.29312900000001,1006.3579560000001,0.132141,-0.73555,-0.450424,0.872569,32.767198,-117.128863,325.657196,14.024137,0.0,0.073652,Daniel,True
1114,47:00.8,32.98,60.837807,1008.0122380000001,0.261261,-1.476776,-0.543945,1.595306,32.769294,-117.130039,321.54751600000003,11.203313,0.0,0.073652,Daniel,True
1115,47:01.0,32.98,60.837807,1008.0122380000001,0.088974,-0.518433,-0.20539899999999997,0.564692,32.769294,-117.130039,321.54751600000003,11.203313,0.0,0.073652,Daniel,True
1116,47:01.1,32.98,60.837807,1008.0122380000001,0.088974,-0.518433,-0.20539899999999997,0.564692,32.769294,-117.130039,321.54751600000003,11.203313,0.0,0.073652,Daniel,True
1143,47:04.4,33.66,55.013893,1008.642273,0.08345,-1.062332,-0.526321,1.188498,32.770346,-117.130733,318.40045200000003,133.127032,0.0,0.073652,Daniel,True
1144,47:04.5,33.66,55.013893,1008.642273,0.123367,-1.069687,-0.40269499999999997,1.149614,32.770346,-117.130733,318.40045200000003,133.127032,0.0,0.073652,Daniel,True
1145,47:04.6,33.66,55.013893,1008.642273,0.012527,-0.719406,-0.454391,0.850984,32.770346,-117.130733,318.40045200000003,133.127032,0.0,0.073652,Daniel,True
1146,47:04.7,33.66,55.013893,1008.642273,0.139465,-0.76442,-0.39878800000000003,0.873396,32.770346,-117.130733,318.40045200000003,133.127032,0.0,0.073652,Daniel,True
1183,47:10.2,35.389998999999996,49.4412,1009.337082,0.145508,-1.057831,-0.44101,1.155278,32.771947999999995,-117.13188899999999,316.344208,161.032515,0.0,0.073652,Daniel,True
1184,47:10.4,35.389998999999996,49.4412,1009.337082,0.089783,-0.772583,-0.263367,0.8211620000000001,32.771947999999995,-117.13188899999999,316.344208,161.032515,0.0,0.073652,Daniel,True
1187,47:10.8,35.389998999999996,49.4412,1009.4346619999999,0.167496,-1.093903,-0.516113,1.2210860000000001,32.771947999999995,-117.13188899999999,316.344208,161.032515,0.0,0.073652,Daniel,True
1188,47:10.8,35.389998999999996,49.4412,1009.4346619999999,0.167496,-1.093903,-0.516113,1.2210860000000001,32.771947999999995,-117.13188899999999,316.344208,161.032515,0.0,0.073652,Daniel,True
1212,47:14.0,36.0,47.752968,1009.670486,0.109207,-1.0263209999999998,-0.545349,1.167334,32.772782,-117.13248700000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1213,47:14.1,35.639998999999996,47.75132,1009.670486,0.109207,-1.0263209999999998,-0.545349,1.167334,32.773053999999995,-117.13268500000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1214,47:14.2,35.639998999999996,47.75132,1009.670486,0.07399,-1.054352,-0.605484,1.21809,32.773053999999995,-117.13268500000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1216,47:14.4,35.639998999999996,47.75132,1009.670486,0.075424,-0.797653,-0.308823,0.858668,32.773053999999995,-117.13268500000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1217,47:14.5,35.639998999999996,47.75132,1009.670486,0.052475,-0.73938,-0.40881300000000004,0.8465010000000001,32.773053999999995,-117.13268500000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1218,47:14.7,35.639998999999996,47.75132,1009.7334289999999,0.144516,-1.005615,-0.590012,1.1748450000000001,32.773053999999995,-117.13268500000001,316.344208,161.032515,0.0,0.073652,Daniel,True
1231,47:16.4,34.580002,47.280373,1009.793549,0.049393,-0.7770229999999999,-0.363205,0.8591409999999999,32.773593,-117.133074,316.344208,161.032515,0.0,0.073652,Daniel,True
1232,47:16.4,34.580002,47.280373,1009.793549,0.049393,-0.7770229999999999,-0.363205,0.8591409999999999,32.773593,-117.133074,316.344208,161.032515,0.0,0.073652,Daniel,True
1259,47:20.3,34.290001000000004,44.105292999999996,1009.956131,0.139679,-1.087753,-0.38908400000000004,1.1636600000000001,32.774643,-117.133839,317.346283,152.569617,0.0,0.073652,Daniel,True
1260,47:20.5,34.290001000000004,44.105292999999996,1009.956131,0.153687,-0.78714,-0.227097,0.833536,32.774643,-117.133839,317.346283,152.569617,0.0,0.073652,Daniel,True
1261,47:20.6,34.290001000000004,44.105292999999996,1009.956131,0.13003499999999998,-0.702332,-0.21698,0.746498,32.774643,-117.133839,317.346283,152.569617,0.0,0.073652,Daniel,True
1266,47:21.3,34.540001000000004,44.327248,1009.956131,0.121552,-1.119446,-0.525192,1.2424819999999999,32.774906,-117.13403500000001,316.32919300000003,135.65221599999998,0.0,0.073652,Daniel,True
1267,47:21.4,34.540001000000004,44.327248,1009.9310300000001,0.30456500000000003,-0.733612,-0.17627,0.813645,32.774906,-117.13403500000001,316.32919300000003,135.65221599999998,0.0,0.073652,Daniel,True
1302,47:26.2,35.220001,47.123756,1009.717789,0.033936,-0.7532810000000001,-0.324677,0.820974,32.776234,-117.13503999999999,317.38324,78.671103,0.0,0.073652,Daniel,True
1303,47:26.2,35.220001,47.123756,1009.717789,0.033936,-0.7532810000000001,-0.324677,0.820974,32.776234,-117.13503999999999,317.38324,78.671103,0.0,0.073652,Daniel,True
1325,47:28.9,34.610001000000004,49.090126,1009.5147710000001,0.064087,-1.044083,-0.5336609999999999,1.174312,32.776775,-117.135425,319.423187,92.826111,0.0,0.073652,Daniel,True
1326,47:29.1,34.610001000000004,49.090126,1009.3830869999999,0.055420000000000004,-0.811401,-0.30438200000000004,0.8683850000000001,32.776775,-117.135425,319.423187,92.826111,0.0,0.073652,Daniel,True
1327,47:29.2,33.889998999999996,49.855263,1009.3830869999999,0.050003,-1.05397,-0.570328,1.1994280000000002,32.777039,-117.13561100000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1328,47:29.2,33.889998999999996,49.855263,1009.3830869999999,0.050003,-1.05397,-0.570328,1.1994280000000002,32.777039,-117.13561100000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1329,47:29.4,33.889998999999996,49.855263,1009.3830869999999,-0.01001,-0.836075,-0.25148000000000004,0.873134,32.777039,-117.13561100000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1333,47:29.9,33.889998999999996,49.855263,1009.2827609999999,0.061355999999999994,-1.015396,-0.6401979999999999,1.201935,32.777039,-117.13561100000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1334,47:29.9,33.889998999999996,49.855263,1009.2827609999999,0.061355999999999994,-1.015396,-0.6401979999999999,1.201935,32.777039,-117.13561100000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1346,47:31.6,32.439999,51.545753000000005,1009.2205050000001,0.11651600000000001,-0.746475,-0.33123800000000003,0.8249360000000001,32.777536,-117.13595900000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1347,47:31.6,32.439999,51.545753000000005,1009.2205050000001,0.11651600000000001,-0.746475,-0.33123800000000003,0.8249360000000001,32.777536,-117.13595900000001,319.423187,92.826111,0.0,0.073652,Daniel,True
1361,47:33.4,30.82,53.62107099999999,1009.1276550000001,0.08570900000000001,-0.701385,-0.478653,0.853461,32.778032,-117.13629399999999,318.310364,125.36183,0.0,0.073652,Daniel,True
1362,47:33.5,30.82,53.62107099999999,1009.1276550000001,0.08570900000000001,-0.701385,-0.478653,0.853461,32.778032,-117.13629399999999,317.306885,138.151712,0.0,0.073652,Daniel,True
1442,47:42.6,30.77,61.065895,1008.1504060000001,0.228043,-1.061661,-0.363693,1.1451639999999998,32.780105,-117.137771,315.116974,7.740388,0.0,0.073652,Daniel,True
1443,47:42.7,30.77,61.065895,1008.1504060000001,0.228043,-1.061661,-0.363693,1.1451639999999998,32.780105,-117.137771,315.116974,7.740388,0.0,0.073652,Daniel,True
1498,47:49.3,30.969998999999998,67.765602,1007.36351,-0.021575999999999998,-0.783432,-0.38063,0.8712700000000001,32.781659000000005,-117.13916200000001,307.80361899999997,12.675433,0.0,0.073652,Daniel,True
1499,47:49.4,30.969998999999998,67.765602,1007.36351,0.09062200000000001,-1.111572,-0.324417,1.1614870000000002,32.781659000000005,-117.13916200000001,307.80361899999997,12.675433,0.0,0.073652,Daniel,True
1510,47:50.6,31.35,68.753273,1007.264938,0.154587,-0.749634,-0.29835500000000004,0.821501,32.781878000000006,-117.139377,307.80361899999997,12.675433,0.0,0.073652,Daniel,True
1511,47:50.7,31.35,68.753273,1007.264938,0.154587,-0.749634,-0.29835500000000004,0.821501,32.781878000000006,-117.139377,307.80361899999997,12.675433,0.0,0.073652,Daniel,True
1516,47:51.2,31.469998999999998,69.99204300000001,1007.116852,0.16661099999999998,-0.764313,-0.390335,0.874239,32.782094,-117.139595,306.792419,6.300455,0.0,0.073652,Daniel,True
1517,47:51.3,31.469998999999998,69.99204300000001,1007.116852,0.16661099999999998,-0.764313,-0.390335,0.874239,32.782094,-117.139595,306.792419,6.300455,0.0,0.073652,Daniel,True
1518,47:51.4,31.469998999999998,69.99204300000001,1007.116852,0.058013999999999996,-0.727432,-0.378616,0.8221149999999999,32.782094,-117.139595,306.792419,6.300455,0.0,0.073652,Daniel,True
1519,47:51.5,31.469998999999998,69.99204300000001,1007.116852,0.058013999999999996,-0.727432,-0.378616,0.8221149999999999,32.782094,-117.139595,306.792419,6.300455,0.0,0.073652,Daniel,True
1520,47:51.6,31.469998999999998,69.99204300000001,1007.116852,0.197739,-1.209747,-0.26615900000000003,1.254364,32.782094,-117.139595,306.792419,6.300455,0.0,0.073652,Daniel,True
1527,47:52.5,31.6,70.885048,1006.9699099999999,0.144531,-1.0565639999999998,-0.610748,1.228915,32.782303999999996,-117.139822,305.725525,6.069107,0.0,0.073652,Daniel,True
1528,47:52.7,31.6,70.885048,1006.9699099999999,0.31033299999999997,-1.2747190000000002,-0.36331199999999997,1.361327,32.782303999999996,-117.139822,305.725525,6.069107,0.0,0.073652,Daniel,True
1529,47:52.8,31.6,70.885048,1006.9699099999999,0.091324,-0.746582,-0.28787199999999996,0.805354,32.782303999999996,-117.139822,305.725525,6.069107,0.0,0.073652,Daniel,True
1530,47:53.0,31.6,70.885048,1006.819992,0.054794,-1.086258,-0.387299,1.1545379999999998,32.782303999999996,-117.139822,305.725525,6.069107,0.0,0.073652,Daniel,True
1542,47:54.3,31.82,72.704872,1006.6674800000001,-0.0044859999999999995,-1.073425,-0.38926700000000003,1.141837,32.78273,-117.140281,305.725525,6.069107,0.0,0.073652,Daniel,True
1543,47:54.4,31.82,72.704872,1006.6674800000001,0.185944,-1.068558,-0.437683,1.169597,32.78273,-117.140281,305.725525,6.069107,0.0,0.073652,Daniel,True
1544,47:54.6,31.82,72.704872,1006.6674800000001,0.056853999999999995,-0.726074,-0.360977,0.812847,32.78273,-117.140281,305.725525,6.069107,0.0,0.073652,Daniel,True
1545,47:54.7,31.82,72.704872,1006.6674800000001,0.126862,-0.702118,-0.329742,0.785998,32.78273,-117.140281,304.652954,6.045083,0.0,0.073652,Daniel,True
1546,47:54.9,31.82,72.704872,1006.5130619999999,0.22435,-1.098801,-0.317368,1.165512,32.78273,-117.140281,304.652954,6.045083,0.0,0.073652,Daniel,True
1547,47:55.1,31.780001000000002,74.35215,1006.5130619999999,0.11123699999999999,-1.066818,-0.423676,1.153246,32.78293,-117.140519,304.652954,6.045083,0.0,0.073652,Daniel,True
1548,47:55.2,31.780001000000002,74.35215,1006.5130619999999,0.11123699999999999,-1.066818,-0.423676,1.153246,32.78293,-117.140519,303.652832,6.285674,0.0,0.073652,Daniel,True
1561,47:56.9,31.67,75.95926700000001,1006.207123,0.18376199999999998,-1.093704,-0.406891,1.1813200000000001,32.783125,-117.140774,299.413116,6.033335,0.0,0.073652,Daniel,True
1562,47:57.0,31.67,75.95926700000001,1006.207123,0.18376199999999998,-1.093704,-0.406891,1.1813200000000001,32.783125,-117.140774,299.413116,6.033335,0.0,0.073652,Daniel,True
1612,48:03.5,29.950001,92.109962,1004.747772,0.08048999999999999,-0.528473,-0.184555,0.565529,32.784397,-117.142519,298.37616,6.22317,0.0,0.073652,Daniel,True
1613,48:03.7,29.950001,92.109962,1004.747772,0.117203,-1.1960600000000001,-0.465546,1.288809,32.784397,-117.142519,298.37616,6.22317,0.0,0.073652,Daniel,True
1645,48:08.2,26.209999,103.25443299999999,1003.458862,0.022841999999999998,-0.977173,-0.671646,1.185958,32.785218,-117.143652,299.399231,6.613849,0.0,0.073652,Daniel,True
1646,48:08.3,26.209999,103.25443299999999,1003.458862,0.194977,-1.065857,-0.744202,1.314497,32.785218,-117.143652,300.436035,6.677103999999999,0.0,0.073652,Daniel,True
1680,48:12.9,19.67,110.792274,1002.537766,-0.018753,-0.675629,-0.52356,0.854951,32.785777,-117.14435900000001,303.470917,7.642867999999999,0.0,0.073652,Daniel,True
1681,48:12.9,19.67,110.792274,1002.537766,-0.018753,-0.675629,-0.52356,0.854951,32.785777,-117.14435900000001,303.470917,7.642867999999999,0.0,0.073652,Daniel,True
2629,50:04.3,16.950001,116.028236,1001.584015,0.19461099999999998,-0.8187409999999999,-0.21214299999999997,0.8678790000000001,32.791414,-117.144768,352.131104,17.483389000000003,0.0,0.073652,Daniel,True
2630,50:04.5,16.950001,116.028236,1001.584015,0.020737000000000002,-0.8271940000000001,-0.26879899999999995,0.8700190000000001,32.791414,-117.144768,352.131104,17.483389000000003,0.0,0.073652,Daniel,True
2631,50:04.6,16.950001,116.028236,1001.559677,-0.034698,-1.204086,-0.548004,1.323381,32.791414,-117.144768,352.131104,17.483389000000003,0.0,0.073652,Daniel,True
2947,50:37.7,20.190001000000002,118.165199,1001.3952640000001,0.031020999999999996,-1.028458,-0.510117,1.148436,32.796983000000004,-117.143097,13.995667000000001,23.290267999999998,0.0,0.073652,Daniel,True
2948,50:37.8,20.190001000000002,118.165199,1001.3952640000001,0.031020999999999996,-1.028458,-0.510117,1.148436,32.796983000000004,-117.143097,13.995667000000001,23.290267999999998,0.0,0.073652,Daniel,True
3321,51:18.9,16.17,121.15805800000001,1001.224442,0.037537,-0.755173,-0.335419,0.8271639999999999,32.800428000000004,-117.142247,356.319672,18.6613,0.0,0.073652,Daniel,True
3322,51:19.0,16.17,121.15805800000001,1001.2099460000001,-0.016174,-0.792068,-0.343536,0.863511,32.800428000000004,-117.142247,356.319672,18.6613,0.0,0.073652,Daniel,True
3335,51:20.7,16.16,120.98300900000001,1001.193237,-0.134323,-0.608795,-0.436829,0.761245,32.800715999999994,-117.142197,1.529196,19.892337,0.0,0.073652,Daniel,True
3336,51:20.8,16.16,120.98300900000001,1001.193237,0.158966,-1.123108,-0.359879,1.190023,32.800715999999994,-117.142197,1.529196,19.892337,0.0,0.073652,Daniel,True
3893,52:25.0,5.19,124.109372,1001.153183,0.339294,-1.0522,-0.354553,1.161014,32.804359000000005,-117.140091,7.541727000000001,20.089372,0.0,0.073652,Daniel,True
3894,52:25.1,5.19,124.109372,1001.153183,0.339294,-1.0522,-0.354553,1.161014,32.804359000000005,-117.140091,7.541727000000001,20.089372,0.0,0.073652,Daniel,True
3944,52:31.9,10.8,125.195722,1001.04393,0.11476099999999999,-1.104111,-0.5534359999999999,1.240372,32.8049,-117.140068,341.418518,14.106284,0.0,0.073652,Daniel,True
3945,52:32.0,10.8,125.195722,1001.04393,0.146484,-1.107117,-0.658875,1.296642,32.8049,-117.140068,341.418518,14.106284,0.0,0.073652,Daniel,True
3946,52:32.1,10.96,125.097265,1001.04393,0.034698,-1.192444,-0.31398000000000004,1.233576,32.805084,-117.1401,341.418518,14.106284,0.0,0.073652,Daniel,True
3947,52:32.2,10.96,125.097265,1001.04393,-0.08357200000000001,-0.78154,-0.189377,0.808488,32.805084,-117.1401,341.418518,14.106284,0.0,0.073652,Daniel,True
4618,53:50.9,0.0,120.973348,1001.374435,1.027008,-0.933685,-0.054901,1.389074,32.805575,-117.14254,235.71051,21.473619,0.0,0.073652,Daniel,True
4619,53:51.0,0.0,120.973348,1001.374435,0.9762270000000001,-0.809753,-0.59137,1.399442,32.805575,-117.14254,201.399307,37.335822,0.0,0.073652,Daniel,True
4620,53:51.1,0.0,118.696425,1001.374435,1.100906,-0.6937409999999999,-0.087799,1.304216,32.805575,-117.14254,194.640579,46.021916,0.0,0.073652,Daniel,True
4911,37:27.0,9.72,123.268456,1000.7751460000001,0.050949,-0.656723,-0.572372,0.872635,32.805138,-117.14017700000001,194.411057,50.867765000000006,0.0,0.10490799999999999,Daniel,True
4912,37:27.1,9.72,123.268456,1000.7752230000001,0.050949,-0.656723,-0.572372,0.872635,32.805138,-117.14017700000001,194.411057,50.867765000000006,0.0,0.10490799999999999,Daniel,True
5166,37:55.7,16.41,122.350508,1000.842133,0.110489,-1.00209,-0.5273439999999999,1.1377540000000002,32.802807,-117.14148,188.825104,52.297447,0.0,0.10490799999999999,Daniel,True
5167,37:55.8,16.41,122.350508,1000.85495,0.13887,-1.014557,-0.5313720000000001,1.153675,32.802807,-117.14148,188.825104,52.297447,0.0,0.10490799999999999,Daniel,True
5212,38:00.6,16.67,122.237121,1000.888138,-0.081863,-0.618301,-0.39659099999999997,0.739109,32.802076,-117.14173400000001,186.728531,53.011324,0.0,0.10490799999999999,Daniel,True
5213,38:00.7,16.67,122.237121,1000.888138,0.069687,-0.665298,-0.419022,0.7893399999999999,32.802076,-117.14173400000001,186.728531,53.011324,0.0,0.10490799999999999,Daniel,True
5287,38:08.6,16.200001,122.303747,1000.9111019999999,0.149612,-0.636566,-0.395111,0.764011,32.80093,-117.142125,184.609543,52.786304,0.0,0.10490799999999999,Daniel,True
5288,38:08.7,16.200001,122.303747,1000.9111019999999,0.043762,-0.73114,-0.40467800000000004,0.836807,32.80093,-117.142125,184.609543,52.786304,0.0,0.10490799999999999,Daniel,True
5289,38:08.7,16.200001,122.303747,1000.9111019999999,0.043762,-0.73114,-0.40467800000000004,0.836807,32.80093,-117.142125,184.609543,52.786304,0.0,0.10490799999999999,Daniel,True
5317,38:11.6,15.75,121.63973899999999,1000.8597560000001,0.08982799999999999,-0.649918,-0.494781,0.821749,32.800528,-117.14223600000001,175.233887,52.619453,0.0,0.10490799999999999,Daniel,True
5318,38:11.7,15.75,121.63973899999999,1000.8597560000001,0.08982799999999999,-0.649918,-0.494781,0.821749,32.800528,-117.14223600000001,175.233887,52.619453,0.0,0.10490799999999999,Daniel,True
5621,38:44.3,14.9,119.02153200000001,1001.264572,0.105957,-0.76358,-0.362808,0.8520040000000001,32.796465000000005,-117.14338899999998,193.760056,53.99989300000001,0.0,0.10490799999999999,Daniel,True
5622,38:44.3,14.9,119.02153200000001,1001.264572,0.105957,-0.76358,-0.362808,0.8520040000000001,32.796465000000005,-117.14338899999998,193.760056,53.99989300000001,0.0,0.10490799999999999,Daniel,True
6655,40:45.7,9.67,115.841071,1001.570129,0.066666,-1.077805,-0.468918,1.177281,32.789864,-117.14488700000001,169.429123,51.08444,0.0,0.10490799999999999,Daniel,True
6656,40:45.8,9.67,115.841071,1001.570129,-0.16246,-1.197601,-0.474731,1.298465,32.789864,-117.14488700000001,169.429123,51.08444,0.0,0.10490799999999999,Daniel,True
6706,40:51.5,13.55,117.645044,1001.529999,0.038513,-0.781921,-0.313446,0.8432870000000001,32.789225,-117.14488899999999,167.38269,51.462585,0.0,0.10490799999999999,Daniel,True
6707,40:51.5,13.55,117.645044,1001.529999,0.038513,-0.781921,-0.313446,0.8432870000000001,32.789225,-117.14488899999999,167.38269,51.462585,0.0,0.10490799999999999,Daniel,True
6915,41:15.8,15.86,112.98352,1001.72699,-0.051940999999999994,-0.994217,-0.831741,1.297289,32.786087,-117.145109,184.953781,53.04749,0.0,0.10490799999999999,Daniel,True
6916,41:15.8,15.86,112.98352,1001.72699,0.12170399999999999,-0.9536129999999999,-0.768356,1.230675,32.786087,-117.145109,184.953781,53.04749,0.0,0.10490799999999999,Daniel,True
6918,41:16.1,15.86,112.98352,1001.72699,0.07662999999999999,-0.660355,-0.546112,0.8603360000000001,32.786087,-117.145109,186.050034,55.47309,0.0,0.10490799999999999,Daniel,True
6919,41:16.2,15.0,111.521647,1001.72699,0.109421,-0.6314850000000001,-0.553024,0.846512,32.785955,-117.14516,186.050034,55.47309,0.0,0.10490799999999999,Daniel,True
7869,43:06.4,16.41,70.703347,1006.8039699999999,0.132706,-0.6455989999999999,-0.473663,0.8116439999999999,32.781696000000004,-117.139779,121.858368,15.301867999999999,0.0,0.10490799999999999,Daniel,True
7870,43:06.6,16.41,70.703347,1006.8039699999999,0.025635,-0.6359859999999999,-0.46002200000000004,0.785338,32.781696000000004,-117.139779,121.858368,15.301867999999999,0.0,0.10490799999999999,Daniel,True
7871,43:06.8,16.41,70.703347,1006.8039699999999,0.093262,-0.9908450000000001,-0.564194,1.1440219999999999,32.781696000000004,-117.139779,122.86433400000001,14.923589999999999,0.0,0.10490799999999999,Daniel,True
7891,43:09.3,14.89,69.704766,1006.9896699999999,-0.048599,-0.694519,-0.209091,0.7269369999999999,32.781403999999995,-117.139449,124.94268799999999,14.883126,0.0,0.10490799999999999,Daniel,True
7892,43:09.3,14.89,69.704766,1006.9896699999999,0.044495,-0.715118,-0.354095,0.7992229999999999,32.781403999999995,-117.139449,124.94268799999999,14.883126,0.0,0.10490799999999999,Daniel,True
7894,43:09.6,14.89,69.704766,1006.9896699999999,0.10270699999999999,-1.095749,-0.468735,1.196213,32.781403999999995,-117.139449,125.988037,15.126394,0.0,0.10490799999999999,Daniel,True
7895,43:09.7,14.89,69.704766,1006.9896699999999,0.10270699999999999,-1.095749,-0.468735,1.196213,32.781403999999995,-117.139449,125.988037,15.126394,0.0,0.10490799999999999,Daniel,True
8308,43:53.0,7.34,58.319796999999994,1008.389969,0.11528,-1.124863,-0.41951000000000005,1.206066,32.778613,-117.137098,136.557175,13.641754,0.0,0.10490799999999999,Daniel,True
8309,43:53.0,7.34,58.319796999999994,1008.389969,0.11528,-1.124863,-0.41951000000000005,1.206066,32.778613,-117.137098,136.557175,13.641754,0.0,0.10490799999999999,Daniel,True
9442,45:50.9,10.47,51.009869,1009.4451140000001,0.0681,-1.0183719999999998,-0.531616,1.1507969999999998,32.770103000000006,-117.130898,138.572372,15.011791,0.0,0.10490799999999999,Daniel,True
9443,45:50.9,10.47,51.009869,1009.4451140000001,0.0681,-1.0183719999999998,-0.531616,1.1507969999999998,32.770103000000006,-117.130898,138.572372,15.011791,0.0,0.10490799999999999,Daniel,True
10388,47:39.5,14.67,106.912396,1002.8584289999999,-0.099838,-0.569489,-0.29393,0.648598,32.760723999999996,-117.1269,158.04393000000002,17.390110999999997,0.0,0.10490799999999999,Daniel,True
10389,47:39.5,14.67,106.912396,1002.8584289999999,-0.144836,-0.76384,-0.237762,0.812994,32.760723999999996,-117.1269,158.04393000000002,17.390110999999997,0.0,0.10490799999999999,Daniel,True
10564,47:59.3,15.16,109.051301,1002.367477,-0.17804,-0.6846770000000001,-0.439697,0.8329549999999999,32.758227000000005,-117.126296,153.929306,16.406157,0.0,0.10490799999999999,Daniel,True
10565,47:59.4,15.16,109.051301,1002.367477,-0.057785,-0.771683,-0.278152,0.822315,32.758227000000005,-117.126296,153.929306,16.406157,0.0,0.10490799999999999,Daniel,True
10616,48:04.8,15.65,108.818758,1002.4256130000001,0.095154,-1.0487520000000001,-0.47004700000000005,1.1532040000000001,32.757543,-117.126077,157.001633,16.872163,0.0,0.10490799999999999,Daniel,True
10617,48:04.8,15.65,108.818758,1002.4256130000001,0.095154,-1.0487520000000001,-0.47004700000000005,1.1532040000000001,32.757543,-117.126077,157.001633,16.872163,0.0,0.10490799999999999,Daniel,True
