sep=,
Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance
"2018-10-16 08:32:02.408",0.000000,17.370237,1013.964920,0.633926,0.052841,-0.768951,0.997969,32.718774,-117.164230,174.415802,60.738242,0.000000,0.000000
"2018-10-16 08:32:02.510",0.000000,17.370237,1013.964920,0.649445,0.057220,-0.759018,1.000580,32.718774,-117.164230,174.415802,60.738242,0.000000,0.000000
"2018-10-16 08:32:02.622",0.000000,17.370237,1013.964920,0.629501,0.055771,-0.773941,0.999183,32.718774,-117.164230,174.415802,60.738242,0.000000,0.000000
"2018-10-16 08:32:02.722",0.000000,17.370237,1013.964920,0.709183,0.122360,-0.822464,1.092867,32.718774,-117.164230,174.415802,60.738242,0.000000,0.000000
"2018-10-16 08:32:02.821",0.000000,17.370237,1013.964920,0.729782,0.100281,-0.958679,1.209009,32.718774,-117.164230,176.724533,59.715529,0.000000,0.000000
"2018-10-16 08:32:02.921",0.000000,17.370237,1013.964920,0.525070,0.213303,-0.786011,0.969025,32.718774,-117.164230,189.446930,58.778138,0.000000,0.000000
"2018-10-16 08:32:03.022",0.000000,17.370237,1013.964920,0.533615,0.156998,-0.669174,0.870165,32.718774,-117.164230,194.058060,58.545259,0.000000,0.000000
"2018-10-16 08:32:03.123",0.000000,17.370237,1013.964920,0.448059,0.254028,-0.853012,0.996452,32.718774,-117.164230,202.039764,58.051883,0.000000,0.000000
"2018-10-16 08:32:03.223",0.000000,17.370237,1013.964920,0.372177,0.549988,-0.815842,1.051951,32.718774,-117.164230,212.283676,57.939340,0.000000,0.000000
"2018-10-16 08:32:03.323",0.000000,17.370237,1013.964920,0.428207,0.634323,-0.728256,1.056449,32.718774,-117.164230,225.872772,58.198404,0.000000,0.000000
"2018-10-16 08:32:03.410",0.000000,17.370237,1013.964920,0.426880,0.525162,-0.770889,1.025813,32.718774,-117.164230,233.919922,58.004611,0.000000,0.000000
"2018-10-16 08:32:03.509",0.000000,17.370237,1013.964920,0.174469,0.606781,-0.669662,0.920364,32.718774,-117.164230,236.500336,58.153534,0.000000,0.000000
"2018-10-16 08:32:03.610",0.000000,17.370237,1013.964920,0.293213,0.714462,-0.737274,1.067709,32.718774,-117.164230,237.567596,57.604876,0.000000,0.000000
"2018-10-16 08:32:03.722",0.000000,17.370237,1013.964920,0.489548,0.711472,-0.950485,1.284239,32.718774,-117.164230,83.900299,57.084067,0.000000,0.000000
"2018-10-16 08:32:03.823",0.000000,17.370237,1013.964920,0.405258,0.555206,-1.107849,1.303771,32.718774,-117.164230,227.577026,56.281543,0.000000,0.000000
"2018-10-16 08:32:03.923",0.000000,17.370237,1013.964920,0.224380,0.431137,-0.952957,1.069744,32.718774,-117.164230,233.344238,55.960679,0.000000,0.000000
"2018-10-16 08:32:04.024",0.000000,17.370237,1013.964920,0.796799,-0.181717,-0.425720,0.921492,32.718774,-117.164230,252.020874,56.605427,0.000000,0.000000
